s,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
786,-0.5697126181754126,-0.29611198396679783,-0.24141425405773095,1.1271098275488063,0.33760989312953027,1.1529318310328012,0.9445444371834172,1.9268576013410283,0.4192441900844715,-0.29988502655682003,-0.6851476184062263,1.2546314783009411,-0.34358861054791967,0.834191758613913,1.0288678390563684,0.8893110294391275,1.3453206590673725,-0.5764472967117862,-0.30471725687966944,0.3067717555478897,-0.3961889192318351,1.3855828153270004,0.8256523309117224,-0.23090524000786405,-0.25023363342438254,-0.04883497675611073,0.7122454180690703,0.6028786208252159,0.9167390614664059,0.8606758620900712,0.49444674076724426,0.4657130259810345,-0.005156647780722604,0.4601934236187526,0.4323065963457582,0.7682631483142509,-0.1074086097792537,-0.15280149559392953,0.7304468453587954,-0.2947816738335875,-0.583540409048746,-0.2613981781366385,0.14303855972212226,-0.29094921185209244,0.005237952647346055,-0.9528770912224126,-0.2694779666757585,0.04230518721017082,-0.8241512544398989,-0.25640344090909484,-0.7808653445971655,-0.8800968545375809,-0.23899309923782822,1.20373734925718,0.0639556694310345,0.35646336997396,-0.9429643529518331,-0.6185299001213813,-0.19878488045623174,-0.9200222760587454,0.39553362549723275,-0.3502048759581938,-0.3075386118444708,2.159436050661673,0.5432802633154269,1.134387495587974,-0.7034226325443317,0.08153823102886197,-0.19381496967595763,0.07525397072209097,1.20373734925718,-0.5491337445606678,-0.4477187054877087,-0.39017024290155533,0.025912145118009274,0.01771852045997957,-0.7940296974012954
787,-0.6055442701151487,-0.37614799936110677,-0.5286599065574263,0.8827576819718512,0.5237353020090463,0.8253680760972717,0.7540953843481897,1.8079223334046255,0.1468369404532737,-0.33809014113706537,-0.6525976037144229,0.9154534965969284,-0.32910212684609014,0.5876728413393274,0.5268661039511744,0.6671571307661927,1.2354701318853674,-0.6602203548535589,-0.09219351164920918,0.4444915418184037,-0.5132181328184529,1.0631555063232416,1.2098425848955658,-0.36956667621373224,-0.29344829522826804,-0.12217090913995425,0.3699495127041526,0.5018159577622082,0.692986496611405,0.4095892175417989,0.3816632903053748,0.29464910403734595,-0.07892321640987811,0.05427075728442184,0.33337192574720503,0.7424978727537092,-0.0751659631170196,-0.4858519581058919,0.5821605413531056,-0.57203211057424,-0.5318021855887541,-0.06236607011346466,-0.0100019717831617,-0.361804879159668,0.013808492354498552,-0.9079069926719074,-0.11720299053165481,0.11761410788428657,-0.7545626615450353,0.04257891638927792,-0.7801847970397168,-0.46380809410803736,-0.4137443843843298,1.5444471427480124,0.9814643253261601,0.740381861946333,-0.8820962785749167,-1.0654591123100556,0.21606639760910482,-0.5813230446630236,0.6774492412798806,0.2886211087039794,-0.18997875088548133,2.395676136722398,1.2676533122674736,1.67026697548977,-0.24679717078030844,0.03986885653937882,-0.04335912989419442,0.5762241452472928,1.5444471427480124,-0.12692031211863367,-0.39948093967069387,-0.4954587600331872,0.20607445342771097,0.023284525635232554,-0.7054370491313893
788,-0.5652631696589713,-0.40957982876342447,-0.6339883907904635,0.5009452633474639,0.16877121785162771,0.6220175263121305,0.2831515310306287,1.7649805743206968,-0.14955549730567133,-0.30312003067047183,-0.7411592368127743,0.6410347694268633,-0.7902028183860133,0.7333477149885507,0.5851247566078139,0.5802876974581747,0.9085063041038195,-0.612649880702284,-0.5584299795862138,0.4172994878112837,-0.5390557537442725,0.745675542399133,0.18911039263616325,-0.3910470061095888,-0.3413152415143823,-0.4259299338750005,-0.006450491700162694,0.1601426910124758,0.6001888576640648,0.1569188006694966,0.07929917566460917,0.19935862845268681,-0.09976067963558491,-0.06258905636431167,0.2780087848265463,0.695946728879204,-0.24978182971532611,-0.6479049371825326,0.34472827027087405,-0.421797658092011,-0.7086572781766539,-0.3780530660723218,-0.010760842954885544,-0.49440141210257266,0.08539727292568096,-0.4306191395446999,-0.09542255864622833,0.5976810533473204,-0.8238667081845717,0.1626844560383119,-0.7712286803982631,-0.6757117100769515,0.3320494149337366,1.7503187367221207,0.2726002298014805,0.15026838303960474,-1.0131094643909306,-0.17449087076467623,-0.016284202040580138,-0.3779316573741376,0.23253211088859368,0.21522777953465336,-0.2963951895222404,2.368012784249566,1.373778480322665,1.6588701082711954,-0.4958571160724909,-0.01819379540228606,0.04271990103593549,0.3441943725085362,1.7503187367221207,-0.0074801485812291775,-0.11259593289247775,-0.592039564622888,0.19630001205160372,0.27403334717443206,-0.8418212363620561
789,-0.5066342646788334,-0.298165059165402,-0.5254917461466954,0.5567870471941693,-0.4360229539429377,0.9162694038212118,1.265671303997865,1.4344161675520453,0.46120852931556244,-0.15731217563768982,-0.6476548715433302,0.7092926587295711,-0.3666301118503053,0.41391421880732177,0.30080143736398607,0.37260820991903076,0.5417482144737308,-0.744731497011867,-0.04685825546713083,0.06987462330682834,-0.4639438213320065,1.2060656351711516,1.2375441117435382,-0.5276164679137746,-0.7720170818543765,-0.3141378721585734,0.9041342617598689,0.6155298674251451,0.38357846826965375,1.283600678429651,0.41043685065936436,-0.046730975652278336,0.02175502905118061,0.43935266570204,0.5844132059274163,0.6046302624287146,0.7679948659946613,-0.5941130596779532,0.08484389178112459,-0.41486244176464365,-0.3097718896619034,-0.2956147070727492,-0.10018766503013143,-1.050479375213492,-0.21418771478966983,-0.9211892342333321,-0.26379138184130796,-1.0211095206824359,-0.8907853196358363,-0.6593384948371672,-0.8740660391595266,-1.085892784759399,-1.103105445163653,1.1706896661530892,0.5946342984123294,0.17895763141699267,-1.0695358729987008,-1.1145238763880307,-0.5967842416975355,-1.2408766942956788,0.5696117061481872,0.015344727891346027,-0.7028294913716717,1.5531433577907456,0.7891986729453051,0.9916418741653396,0.5905242366676346,3.282899714216852,0.4766677622669975,0.5003641844184203,1.1706896661530892,1.4767534641106885,-1.261954747062612,-0.24570588754754275,0.085748025536205,0.5292131630537621,-0.5251772244471072
790,-0.5188904730838725,-0.2996284113778992,-0.36825787019779516,0.60423437295838,-0.3097550491240967,1.047959908697635,1.2710708042581917,1.4248538698640654,0.7313374649960794,-0.31230078144185847,-0.6256319575258398,0.9425047062677223,-0.09504255278969079,0.9077129848474924,0.293148481093661,0.49651750251110244,0.5749642015019238,-0.7222317597087242,-0.260150624279827,-0.09001579922263081,-0.28936731802403015,1.6395565432784158,1.0559043235025882,-0.5481920684298915,-0.7540534012238039,-0.18615383752456352,0.768003536343252,0.4930366335945785,0.28545111890635044,0.9198471292972719,0.6164670584786546,-0.09619377300946268,0.01524396632113403,0.3595052251320876,0.561263336340151,0.8078336685846508,0.731136781628451,-0.5509121897203836,0.34145987742181017,-0.5009694423110939,0.5389259551882404,-0.1499523046945682,-0.08512875075337019,-0.9606650078509533,-0.42693702819577545,-0.6382712813999798,-0.24318342828343897,-0.48550477716414275,-0.9690849733023879,-0.6147083519583799,-0.83937543880015,0.07974475875795393,-0.33192564997800517,0.7338363610375002,0.3267310243268824,0.13738418743342795,-0.7459762434071595,-1.5626479000935238,-0.40563531970717087,-1.011644814836983,0.6916794037354235,0.053618494588125516,-0.5284943921555597,1.6663435219126077,0.9125499421470353,0.9684768772057708,0.4622735310100937,4.33223236685142,-0.3342284528943266,0.6206017329121406,0.7338363610375002,1.492003526391795,-1.0445841671472804,-0.42295117918285646,0.14812328212544532,0.5952789227651633,-0.4487530809520313
791,-0.5305193498826197,-0.33206375607719213,0.5637173500815206,0.5264022974665575,-0.3256115066161155,1.0126248020772997,1.4663599323373926,1.5116740919827099,0.4099238232047726,-0.36620728854113893,-0.5994277278971578,0.7998675294286032,-0.5705831870502629,0.8782071949885633,0.516085142140166,0.4453056226389187,0.5675672660660096,-0.6714945301132395,0.25367755671192144,-0.033066183418912716,-0.4109759059699954,1.0919161801690664,1.0211646976106195,-0.6372947429697011,-0.8142409238936693,-0.2846639543549701,0.8987599628994574,0.5304639261980831,0.3651954738634311,0.9649476336447643,0.38171634501374446,-0.08306895567324954,0.003812111595938449,0.31890196058001624,0.7386556438293148,0.8510818785073483,0.839783114914603,-0.5443085922695386,0.4242203624661558,-0.44381947921706205,-0.25559816742339414,-0.36841253611004665,-0.17656715991776203,-0.9807288272805136,-0.296906360743591,-1.0374939559257952,-0.21693080630654613,-0.6090071140034026,-0.9333960740559256,-0.5179067799834037,-0.8534415442241543,-0.8246110711791644,-0.7032005359280171,0.749495303069901,0.6707783154609632,0.34024972400996056,-0.891783751144954,-0.46193270434450673,-0.8130779144593339,-1.3014736288036213,0.6418140261004265,0.21121517711337384,-0.7304195571117693,1.5662043115170252,1.9983216376651118,0.8885374809080177,0.6183749912273574,3.7276598006490027,0.8556477586610434,1.451724742011857,0.749495303069901,2.454950920621393,-1.0043858407173811,-0.2705536358653038,0.9022618913145429,0.6666348747917411,-0.44877691215579657
792,-0.5906521576126023,-0.3769616341166895,-0.24412915446328756,0.15655097233842707,-0.8202804479926783,2.1415103258599846,1.821658747779757,1.0815455443070434,1.873796704574747,-2.1420136003618437,-0.640238128050661,0.6826845719937643,-0.5907198033255566,0.6046393098371686,-0.22388514581396204,0.10011903244259245,-0.11519657789197271,-0.8783847115275796,-0.09289774563729945,0.1832023446213063,-0.2382897438894275,1.440028817853891,1.741461266502977,-0.6188725987185536,-1.028722834566055,-0.607246626119479,1.107704530284258,0.7199142822315637,-0.006659059024006978,1.81115549325814,-0.04026986405667852,-0.4974042093196228,0.12612858613253772,0.2648425539036989,0.4428980275713441,0.22439506916704494,0.7801809449946526,-0.6288546989844105,-0.15876665958911862,-0.2033959744083471,-0.28666815849216004,-0.3899983932570124,-0.27082974372161417,-0.9981096732647177,-0.21994530758449737,-0.595894011290072,-0.07486931176135049,-0.0652057721129238,-0.9324036780446363,-0.7408813155772457,-0.8438373760051039,-0.369504168990444,-0.9240095705903008,1.3301008369274379,1.2000971290902671,0.3053486305523521,-0.8749171293114987,-0.05556274655979447,-0.3674436257687924,-1.162921875383225,2.8797847474861995,0.7569549053513681,0.604292776943279,2.0246329330044586,1.84372349138154,1.2725387101544408,1.2475886605120665,3.78193933812292,1.0063269087177857,2.4528920190733436,1.3301008369274379,2.246002770412839,-0.6828894231647977,0.07970740617797856,1.5484074283938267,1.5357130858111268,-0.2811614055433262
793,-0.5979006581700037,-0.45492192033660483,0.7588956706910711,0.3156616054705941,-0.8027474281425614,2.135176575834151,1.5635003997193457,1.2176136760801621,1.0667939193755553,-0.0582699521168595,-0.5063704509763242,0.7883680831370824,-0.42339139673621157,1.650493168252388,0.015823261899567318,0.273197984519411,0.17244513348508483,-0.826397204417903,0.6611083183152103,0.20955546491784904,-0.3093633644217395,2.5771871933013264,1.0901678505055314,-0.6186203547376522,-1.0186371523935358,-0.5072418653207049,0.9755964207447598,0.6700213416047783,0.20926526983190108,1.7790676756305683,0.052783138944989004,-0.5387491688515397,0.1387579613767359,0.3261767346791838,0.7421632857300697,0.3492056470475015,0.887271117091412,-0.4696998059500011,0.325894758080071,-0.36773896984035104,-0.34705957693046313,-0.13945340641191156,0.08496475462684695,-1.0224298465959203,-0.2975762935852048,-0.3892660674994389,-0.0028222734531469875,0.235020745593228,-0.9969952339691209,-0.6043663200871972,-0.8165885871845384,-0.5460753131759011,-1.043662714701156,1.3287410483778375,3.466583971558627,0.39815942804918003,-0.8294967160742301,0.22416255817299646,-0.25494883596975465,-0.7115204998591783,2.932291098741238,0.849982530842118,0.5300642450101613,2.0535551606905162,1.9983111566539262,1.2220142808565064,1.2176023816162358,4.463216484545328,2.124734143757899,3.1107548216136385,1.3287410483778375,1.6823684749472323,-0.056273352136443314,0.507584778570317,1.498761641147333,1.6187313147239974,-0.27744275661963197
794,-0.33870674526944244,-0.2655054687313883,0.87940892222661,0.43993569070262556,-0.4151743865704424,2.5270038638254424,2.213048079570292,1.3103178446193628,1.1654649706097135,-0.11101288034805866,-0.5952013013056937,1.154931570365194,-0.30667768617403857,1.6104393391734666,0.08150738383194392,0.5056837934171072,0.44078971055023874,-0.7307353139000574,0.22644396961446892,0.4485452091505953,-0.33714630897193354,1.6671913073170188,1.7289433826844762,-0.49203476392434103,-0.9616621158855515,-0.4492034870514057,1.2734905936669008,1.1865657577703936,0.4584560287538698,2.0605483203514963,0.6437906094478992,-0.3217315242895362,0.22811791027729017,0.5230004302589684,0.8478035870973392,0.7965114152971537,1.2473754126506718,-0.3188470802455514,0.7563591209418629,-0.3901369258614675,-0.030467215488598612,-0.2338781294145963,0.0009019597894307069,-0.917108087372671,-0.30715068484408853,-0.5504317629258474,-0.0807812887803565,-0.3156207302516144,-0.9539017263357537,-0.5063625605328258,-0.8130735846680976,-0.805144818574636,-1.4011073995929237,1.092615841040984,1.7248192304449592,0.32137863641968206,-0.7722751258195426,-0.6493958643058517,-0.6143786385708769,-1.0082749031724882,2.640943869752783,0.8076913952524969,0.48424792531499883,1.969532532452284,2.4531559719061744,1.1137932498092327,0.9802915807390151,4.5421766179514265,1.7807585411059588,2.5605331511199343,1.092615841040984,1.8324895117931435,-0.3072912667123877,0.3641732733526915,1.757775187579123,1.5367007092617992,-0.22953232348674033
795,-0.006458241311686246,0.25962400322741935,0.44379210276491626,1.096713724779445,0.7296302444283148,1.0773173134525922,0.7248883003683975,1.6958645177978906,1.1118377540967224,-0.12203625413611126,-0.15526024717285788,2.5223611169374474,-0.41226563153971507,0.9164394350019059,0.9606177971420399,1.7234301083050207,1.437064189706229,-0.34169589677439216,0.24163529206774187,0.6317262070333294,-0.11716443882187327,0.05417243396977251,0.6004157853550794,0.34795833143398663,0.3891526112656908,0.40763005639476374,0.7093058425352539,0.5349692463975428,1.2187828461853283,0.5342300392461293,1.2047414264739826,1.3965770934938964,0.3019102136698247,0.8119483998383641,0.18647596010908746,1.6644550302398384,0.31970578919991266,0.5251182485170611,0.43455666350032685,-0.3676643936959449,0.06619429755597296,0.8160098254310892,0.11592524165269737,0.08488907788501927,0.9794618031811709,-1.6855197095423693,0.11086437800691985,0.001244738155709199,-0.5456681273177406,0.3135031472839551,-0.7540131157885769,-1.4748317112141935,-0.2474045070813895,1.3167089799995566,0.537453611448127,1.8027342003677165,-0.6892560597603165,-2.264949173541495,-0.5243838620914677,-0.6450947099935668,-0.21908012068419452,-0.4146189726689224,0.8258746080271191,1.4555499499076465,-0.0022173032940785496,1.388832006537834,-0.23690522635749556,-0.7788610577441929,-1.1924695629385944,-1.3394172211406368,1.3167089799995566,-1.230467254783284,-0.36697409307704376,0.0,-0.5940032254222203,0.0,-0.9881087998962996
796,0.04469470525254731,0.23314603791529667,0.24898434393763164,1.2817779068400845,1.3178346057031085,1.1687115625449198,0.5104274427906044,1.7118742131705054,1.1951179900660471,-0.05679064764338944,-0.12753597162816402,1.5401136120192744,-0.10635337105621975,1.1000636835276036,1.4109136482366276,1.8089967618123832,1.6749324413007987,-0.3673977498739773,0.3536490266549882,0.5158300652649571,-0.11787658847056812,0.3255876162973444,0.1986750520048575,0.2751420967069339,0.48605127724139774,0.37388530505513934,0.7483416278551875,0.522298270815056,1.229308640260026,0.3573356946615389,1.521433370707181,1.7610662804227568,0.3177913333428247,0.6825549309649772,0.3770248575557718,1.4256345125412169,0.3714710940172041,0.5092137208746196,0.4748294366901945,-0.31733602069648614,0.5454631891528727,1.547608425556714,0.20411459467766932,-0.0022194015641194016,0.7325108368042804,-1.8165895474402938,0.14653444154970996,-0.09096952280049841,-0.5714861322533412,0.4899759410147726,-0.7299090891105846,-1.4349652273755003,-0.2057035164130298,1.3128993435884084,0.5846614561689146,1.960992497537685,-0.7474643566343455,-2.168020958660806,-0.6422032003012729,-0.5659289511810012,-0.25077418161177845,-0.1496012204775896,0.6800400941568618,1.4555418013134713,-0.04651357785164369,1.3623019753892471,-0.4975921957823036,-0.9848368314998576,-1.2780810041045376,-1.3181790919842276,1.3128993435884084,-1.1411495762910782,-0.34142710013740074,0.0,-0.6262324223897328,0.0,-1.064410913368496
797,-0.004322902579537359,0.34826592528787326,0.4615041496394736,1.263271624893568,1.3273182501087608,1.5843146831366037,0.6216517614538567,1.7767444287491276,1.1835836591937658,-0.02052057564671822,-0.1268838296817484,1.6101308468120512,-0.1048539087448125,1.78994782627238,1.077537521385389,1.9224477219757448,1.8344362892591923,-0.2334570237980337,0.5831683384849348,0.5695542859961857,-0.07513463607041417,0.2561170548610484,0.7209185425559337,0.34140712381921257,0.5159880618314242,0.36468153368189987,0.7199059386890722,0.7539217140277796,1.2288508663553606,0.5997385987007615,1.4670985294181724,1.8516467133588506,0.3631837403246003,0.775722074693553,0.5989668760593482,1.907824451040289,0.363068824047042,0.43322322493943005,1.092692379104404,-0.096541312673647,0.2422048011641923,1.14954725753492,0.264135629707732,-0.317513807811046,0.6080940347634193,-2.019024631826138,0.11691925653512239,-0.08950961261453937,-0.6500936185264808,0.61011140246278,-0.7425800485566038,-1.4947033486860453,-0.2060548885039147,1.1103345081326443,0.042581196337444845,1.8537823732654313,-0.7792361039142381,-2.2467048613388836,-0.8584789204747804,-0.7175210176045813,-0.37419959501840566,-0.668003067720254,0.44407865850438677,1.156875614486694,0.007668651588228121,1.4164983785844754,-0.7176829336092924,-1.2520844749464775,-1.2340381337578825,-1.1888283670878645,1.1103345081326443,-1.2898663827934926,-0.5917937633470742,0.0,-1.097653718815918,0.0,-1.1677405048425946
798,-0.2134048197168839,0.01802200725430667,-0.5416867405156646,0.49937279072525187,0.2319252733681738,0.9290799767450784,0.4687816336588728,1.1602005277879748,0.5392365376694659,-0.24991773448644886,-0.24951782963970032,0.7839560245996386,-0.7416069475454371,0.6883642478853966,0.3872129964400941,0.976137211645466,0.7579361442956326,-0.6150573500395015,-0.2286532635982226,-0.1020464457476915,-0.23977646938290154,-0.014331483942372778,-0.034593030272816634,-0.25987499343380327,-0.22661038995547747,-0.2056551669624228,0.08673188067984393,-0.0033205517696451824,0.5642725058301432,0.40858547100553233,0.5017766314290275,0.5899153874645504,0.05634993591505826,-0.010979776359904853,0.04400669051711061,0.8166468333472006,-0.13867796328748785,-0.1577335236694166,-0.0817554075905611,-0.7150622503476665,-0.45460473206832785,0.06798693754791563,-0.08217442680592998,-0.1709946011736846,0.8124921736114925,-1.5095003441063675,0.10412967523698943,-0.2454158478655937,-0.6459586861009264,0.003829345954260991,-0.7656733417433067,-1.311218297208705,-0.4321960424728041,1.0282911992747368,0.4162200052960949,1.2299170570810678,-0.729063766340355,-1.857783355162152,-0.528861455566112,-1.001501253459269,-0.1494707369205518,-0.6687484705424728,0.6599738062959017,1.3568311354354434,-0.1507246978443981,1.1865134592115891,-0.5846734407161922,-0.9652897967606257,-1.3664321628810479,-0.9275369691966788,1.0282911992747368,-1.2469226021976918,-0.6708368753908911,0.0,-1.2084928851867527,0.0,-0.8591475625762028
799,-0.09102596415925081,0.20096609711293248,0.008628928233981533,0.7916413089100336,0.4230603096387263,0.9744677188207104,0.8448899794098842,1.3231035178758064,0.9826087314191373,-0.077441045723032,-0.18903426733479556,1.3376345902677491,-0.3253163340459633,1.0805392273673706,0.8991030715011871,1.1770730499886495,1.1629373275617474,-0.4836054711186806,0.06242530630766745,0.16737576623588632,-0.08594086397919534,0.3853544962735612,0.3386955873043812,-0.20706564230410465,-0.06439265164617708,0.33605092655372426,0.41936219915579886,0.3184398388200834,0.9850411885521592,0.641904166665342,1.0844896099447292,0.8463753772285738,0.18847453960614866,0.3725194492226742,0.26769433373450724,1.040424536629104,0.3043050950278918,0.12574700334096248,0.17304619312681205,-0.45612190795689606,-0.1495039268985323,0.36298032979221134,0.08873169815583414,-0.19737608628666312,0.7197656851730908,-1.688779360045797,0.12420771086870092,-0.4490911173672894,-0.7128403625892968,0.2528699224926304,-0.7854088267896063,-1.5599192157645443,-0.2914078033252961,1.028857917992558,0.3081044616355695,1.3881575282337812,-0.8099738685975685,-2.2225512823310907,-0.5357039440699587,-0.8579069127476263,0.023176206232797175,-0.6815406802601528,0.7167669667386543,1.3123577247655982,-0.1461491771985576,1.2660646650205147,-0.2960488471180357,-0.8587948725573457,-1.2626289290290356,-0.802864421083031,1.028857917992558,-1.3449143337817921,-0.19195756233516262,0.0,-1.0475697699446849,0.0,-0.9671434577006651
800,-0.10553173571976408,0.17978331376792095,-0.012364528210067645,0.6877893350206736,1.046694888914899,1.6436229543066885,0.8254183187818993,1.4175342391542773,1.4721586208883262,-0.001746538407603887,-0.1842889572700479,1.5807464568818088,-0.2663301795802304,1.4301893605182576,1.0888266991834905,1.3143324751694943,1.4097357308718113,-0.4006672894163878,0.2694887659361553,0.5309637985096571,-0.04548531840127772,0.7346065930570256,0.47682489194655997,-0.23218248363230154,0.11417361890358843,0.27155229373917783,0.48961978968671294,0.5550825300494977,1.1111608594787337,0.8073105734749195,1.0829295005918125,0.9322527841410257,0.19814959111489847,0.38587286873972754,0.5334526821569856,1.4635687183331312,0.429012699629606,0.2696661787244847,0.4269796495023268,-0.26906811132413094,-0.03536523678977672,0.7060396865320338,0.16087695225510945,-0.3954091685186435,0.6977644611019332,-1.640249750919006,0.053255070646338255,-0.38981642457797716,-0.811693143866381,0.35071405579028947,-0.7767959182290946,-1.489135674226154,-0.25766104353469665,0.9853541449008264,0.06453613347310672,1.1534728720476506,-0.8083866657339801,-2.511697937456368,-0.826773617134793,-0.8397266267023406,-0.07215374728138793,-0.8874542517265657,0.41579786890773657,1.2375154002584787,0.13931947313340565,1.4206990906249755,-0.6628994588325837,-1.2889495308128665,-0.7697062876173654,-0.9703718070719141,0.9853541449008264,-1.4197377740822916,-0.2014702689364154,0.0,-1.0981414070174327,0.0,-0.9960312271043066
801,-0.3464644692991753,-0.2530813970552391,-0.8123023922176102,0.2636035706376333,-0.190876230330706,0.878018388442114,-0.032277643232521094,1.0230641725190102,0.841763006238746,0.2213544611005575,-0.4205757724304039,0.9403569016049551,-0.9949215789134125,0.6224781914582531,0.24695130354955144,0.6108381993335524,0.3017546838694709,-0.6936799365615144,-0.3500304996535427,0.1294141944390703,-0.24166959856737075,0.3319432086051493,0.3392903979173492,-0.5959574367693223,-0.511039987021676,-0.20027755612240436,-0.006135427564761157,-0.3062712329623047,0.442294411511439,0.9234028027340323,-0.22173405736446183,0.02502534961755037,-0.01516369449657506,-0.4464406614319543,-0.21872108963431083,0.520419389896701,-0.05912270193645386,-0.5941851409517517,-0.0339965341805237,-0.899115238176155,-0.8249595302482736,-0.33308676412992716,0.004458605457959301,-0.8295590081221956,0.6605773362625041,-1.1076473262457518,-0.01120190885037969,-0.3307631030560003,-0.7144794916934695,-0.22903264746097135,-0.770420286885856,-1.227667453494796,-1.0597218859620807,1.0267583186968166,0.00262072134048013,0.6930554723807851,-0.6998718289796777,-1.592588119718171,-0.5628574346086286,-1.0151250250744766,0.03449204501423259,-0.8208898763652063,0.8520234316755084,1.3279422139482677,0.14968320470346036,1.041154089458173,-0.3855287605613832,-0.9328238909879736,-0.8376026046165379,-0.8791191296520675,1.0267583186968166,-1.09327283495647,-0.7780103597881448,0.0,-0.8203521867500579,0.0,-0.6368947213688039
802,-0.19104573589742338,-0.07089505048297094,-0.36801802104027276,0.39512065740343094,0.19886149220137314,1.163936331219957,0.4667442699775399,1.2338127010144138,0.9398072594077481,-0.1840730903784744,-0.3689983895466025,1.4144727847168668,-0.4204623793485069,0.7611089386670091,0.3377332351622531,0.7220859713651607,0.9674998625993044,-0.5462490762107257,-0.17465612893886817,0.4051977518623166,-0.10372099771936259,0.5378379734821335,0.2531700691393293,-0.5243177834543903,-0.37421783091509747,-0.13963850871186784,0.102488569799841,0.1990579142523178,0.754404916400338,1.6739820978157947,0.600262917396551,0.3174818283495147,0.09327181880885174,-0.03936503924321994,0.014590571186893659,0.7726988877119908,0.23185451866967682,-0.4502980496481842,-0.37447084402975406,-0.7349409676992156,-0.48912975408107123,0.3118492866709601,0.08269350954640958,-0.549531504931957,0.7924104539268226,-1.1409608631943684,0.03862053058333141,-0.5791394970612299,-0.85300229388854,-0.14654272531256157,-0.7874391803617908,-1.0034868615841912,-0.38703059313519256,0.9096436917138524,0.8763408534067468,0.8958854372201849,-0.8016385817593388,-1.3487710440467295,-0.5862944812666547,-0.7414536868187676,0.217387493745044,-0.3975641040987007,0.8905124159675871,1.4229045736975572,0.32264776957976804,1.5206552625337477,-0.12688910924026084,-0.9387451494989911,-0.9380042186336506,-0.7093304842099082,0.9096436917138524,-0.8097631645165624,-0.2484364199256211,0.0,-0.7294811456038481,0.0,-0.6478392852993968
803,-0.3570893788140872,-0.1341184881165627,-0.6881980280911217,0.3054286027937843,0.2381721486558328,1.068062079776099,1.4843404465277061,1.0686829612268367,0.7491062199816474,-0.11915870381977459,-0.35823629746079394,1.2026907220407286,-0.7204147511726737,0.7786744042164788,0.2805997543487439,0.6756101456605844,0.6567269747758536,-0.64166451163557,-0.30894450651319144,0.03539152650177839,0.027817988128684266,0.6078648776149426,1.3916945670233836,-0.5458299939384302,-0.4176137041235917,-0.23441262672789778,0.12050258897948822,0.10233311860471954,0.5852514595815689,1.2370975245210831,-0.19862330210249185,0.2320197454768918,0.004785421956011219,-0.21618604305523823,-0.10429694373498925,0.390130740941191,0.06690534092267925,-0.4912396376666504,-0.2278732677008638,-0.821625052356726,-0.5515631922836932,-0.3268340168176534,0.00975694304211512,-0.9065296966223229,0.593701360967599,-1.3293205561768626,0.021668705444759667,-0.24412434150191314,-0.9308978758581558,-0.03125487186542971,-0.7984468034661187,-1.0299929592895098,-0.5168339905502651,0.5086115365868905,0.06897737379134755,0.8737749126294826,-0.8190598301063062,-1.8836331371053623,-0.6904027739340112,-0.8405733282648995,0.06900002650730475,-0.6585296888215786,0.5967578546499511,1.3816304104311508,0.09547081646460444,1.5258139983375432,-0.467853509606219,-1.030125872573356,-0.8400490581114362,-0.594362650162787,0.5086115365868905,-1.2661650273576406,-0.7669407883329834,0.0,-0.7384458026863764,0.0,-0.8141745950409508
